Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	97e98ae7-99fe-454e-aa61-d66d454f009f
Plate Name	JW18DOX_wMel_NucBlue
Measurement	Measurement 3
Evaluation	Evaluation8

[Data]
Row	Column	Plane	Timepoint	Cells Selected Selected - Cell Area [µm²] - Mean per Well	Cells Selected Selected - Cell Area [µm²] - StdDev per Well	Cells Selected Selected - HOECHST Mean - Mean per Well	Cells Selected Selected - HOECHST Mean - StdDev per Well	Cells Selected Selected - HOECHST Sum - Mean per Well	Cells Selected Selected - HOECHST Sum - StdDev per Well	Cells Selected Selected - Brightfield SER Spot 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Spot 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Hole 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Hole 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Edge 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Edge 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Ridge 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Ridge 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Valley 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Valley 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Saddle 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Saddle 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Bright 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Bright 1 px - StdDev per Well	Cells Selected Selected - Brightfield SER Dark 1 px - Mean per Well	Cells Selected Selected - Brightfield SER Dark 1 px - StdDev per Well	Cells Selected Selected - Cell Nearest Neighbor Distance [µm] - Mean per Well	Cells Selected Selected - Cell Nearest Neighbor Distance [µm] - StdDev per Well	Cells Selected Selected - Cell Contact Area with Neighbors [%] - Mean per Well	Cells Selected Selected - Cell Contact Area with Neighbors [%] - StdDev per Well	Cells Selected Selected - Cell Area [µm²] (2) - Mean per Well	Cells Selected Selected - Cell Area [µm²] (2) - StdDev per Well	Cells Selected Selected - Cell Roundness - Mean per Well	Cells Selected Selected - Cell Roundness - StdDev per Well	Cells Selected Selected - Cell Perimeter [µm] - Mean per Well	Cells Selected Selected - Cell Perimeter [µm] - StdDev per Well	Cells Selected Selected - Cell Width [µm] - Mean per Well	Cells Selected Selected - Cell Width [µm] - StdDev per Well	Cells Selected Selected - Cell Length [µm] - Mean per Well	Cells Selected Selected - Cell Length [µm] - StdDev per Well	Cells Selected Selected - Cell Ratio Width to Length - Mean per Well	Cells Selected Selected - Cell Ratio Width to Length - StdDev per Well	Cells Selected Selected - HOECHST SER Spot 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Spot 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Hole 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Hole 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Edge 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Edge 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Ridge 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Ridge 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Valley 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Valley 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Saddle 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Saddle 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Bright 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Bright 2 px - StdDev per Well	Cells Selected Selected - HOECHST SER Dark 2 px - Mean per Well	Cells Selected Selected - HOECHST SER Dark 2 px - StdDev per Well	Cells Selected Selected - Total Spot Area - Mean per Well	Cells Selected Selected - Total Spot Area - StdDev per Well	Cells Selected Selected - Relative Spot Intensity - Mean per Well	Cells Selected Selected - Relative Spot Intensity - StdDev per Well	Cells Selected Selected - Number of Spots - Mean per Well	Cells Selected Selected - Number of Spots - StdDev per Well	Cells Selected Selected - Number of Spots per Area of Cell - Mean per Well	Cells Selected Selected - Number of Spots per Area of Cell - StdDev per Well	Cells Selected Selected - Regression A-B - Mean per Well	Cells Selected Selected - Regression A-B - StdDev per Well	Cells Selected Selected - wMel - Mean per Well	Cells Selected Selected - wMel - StdDev per Well	Cells Selected Selected - uninfected - Mean per Well	Cells Selected Selected - uninfected - StdDev per Well	Cells Selected - Number of Objects	Cells Selected - Cell Area [µm²] - Median per Well	Cells Selected - Cells Selected Selected - Median per Well	wMel - Number of Objects	uninfected - Number of Objects	Cells - Number of Objects	faction infected	Number of Analyzed Fields	Height [µm]	Time [s]	Compound	Concentration	Cell Type	Cell Count	
2	2	1	1	111.692504627	60.8057489334	540.706435115	166.905644914	172624.705322	110352.419413	0.00754183745118	0.00205696231501	0.00601027045282	0.00159772997542	0.0431707418978	0.013214477228	0.0119891266056	0.00286450118494	0.0139480017908	0.00406735033292	0.0145585445059	0.00370734566034	0.0170083544542	0.00398881584984	0.0174805541532	0.00452088300158	1.4132849081	3.68870638266	31.4975311441	26.9940175412	111.692504627	60.8057489334	0.894062295669	0.0782195011317	41.4105633277	13.0088543479	8.87393976045	2.05969973895	14.8517367957	4.73570814305	0.623946382569	0.133954692786	0.011208220569	0.00405196980352	0.00254035204792	0.00234255327934	0.136299544149	0.0448923746152	0.0114886976173	0.00362459369561	0.0263946294998	0.0118505124875	0.0328240413873	0.0141178369807	0.0197954146868	0.00639897202495	0.0252906970831	0.0109635084585	88.6385547874	59.3173459045	0.242552426395	0.129333201136	1.46088644758	1.04511102464	0.00480194118858	0.00247480355833	0.136479142094	0.335843059885	0.322805189885	0.467559997447	0.677194810115	0.467559997447	21196	94.9859173222	1	6817	14301	22264	0.322805189885	25	0	0			JW18 uninf.		
2	3	1	1	111.2828349	61.5250418882	599.538973599	190.861450821	192499.71894	128763.221827	0.00755573911795	0.0020861219609	0.00611963384285	0.00165617287006	0.0426807954971	0.0138802604643	0.0120101674187	0.00287305674342	0.0141281933018	0.00428994530911	0.0146004758792	0.00387345055988	0.0170408766876	0.00402888532329	0.0177340815897	0.00477296601908	1.33851058725	3.47182077553	31.6760535338	27.2577035897	111.2828349	61.5250418882	0.893284871907	0.0781065616999	41.3468583297	13.1013037478	8.82796058799	2.06305512925	14.8491062119	4.77203230831	0.621130382707	0.133630418636	0.0117389330288	0.00403214915277	0.00282473481869	0.00261695747336	0.14633375923	0.0434394690599	0.0122061395781	0.00354460364026	0.0285115196534	0.0120252297456	0.0353292450008	0.0140568376837	0.0208882437024	0.00628720738673	0.0273940042599	0.0112115284668	96.130720435	62.5589315248	0.275400476622	0.126135912429	1.58980516538	1.12504889683	0.00517816716698	0.00239993559121	0.115057226901	0.360158789031	0.345174444948	0.475435894131	0.654825555052	0.475435894131	22158	94.6341176284	1	7618	14452	23331	0.345174444948	25	0	0			JW18 uninf.		
2	4	1	1	112.002874433	62.1538584553	633.178976898	196.070506327	204145.639941	134971.281571	0.00758607787743	0.00210117297478	0.00615853744417	0.00167090576199	0.0434640699366	0.0138189729047	0.0120700905549	0.00289318848766	0.0142091580793	0.00423173510256	0.0147288518431	0.0038501912462	0.0171187691806	0.00405417767621	0.0178390037907	0.00471834907924	1.45023261249	3.86200154635	32.5267339851	27.2644907297	112.002874433	62.1538584553	0.891970303108	0.0785102182276	41.534490139	13.1969503962	8.84675488376	2.07554320379	14.9065681374	4.79697053224	0.620190068342	0.134319860036	0.0118123621219	0.00408413224663	0.00294400796849	0.00267637972774	0.148828194034	0.0449146996625	0.0123228578618	0.00362946545032	0.0292361328694	0.0124737008782	0.0358612984869	0.0144893415492	0.0210533437082	0.00639770908447	0.0281441300879	0.0115815287203	97.8361932939	63.8907273582	0.286161191126	0.12865614245	1.6090729783	1.14630106992	0.00519491722356	0.00242676449705	0.0827227800228	0.370283908316	0.384812623274	0.486562988715	0.615187376726	0.486562988715	20369	94.9859173222	1	7804	12476	21522	0.384812623274	25	0	0			JW18 uninf.		
2	5	1	1	111.577151926	62.0853729642	564.353786015	170.928889177	181090.005122	119257.047579	0.007542673088	0.0021236258672	0.00611675812218	0.0017053108038	0.0435576259077	0.0135815511294	0.0120563488659	0.00295591649458	0.0141161744985	0.00420939015522	0.0146157691479	0.00379551795715	0.0170687124409	0.00413402667766	0.0177200257961	0.00471281133191	1.41894281477	3.78906688659	32.6710388041	27.5903929859	111.577151926	62.0853729642	0.892406841485	0.0781033756447	41.4431721021	13.185478099	8.83392263037	2.0667486344	14.8952565932	4.79486525336	0.619848966652	0.13400630153	0.011337643754	0.00409878820113	0.00264787901531	0.00241708347163	0.137854734139	0.0442615634493	0.0116835784412	0.00361237941553	0.026198768856	0.0118158069925	0.0328910525319	0.0139755760829	0.020081489706	0.00643290576679	0.0252212524536	0.0109669898171	92.5968598918	62.1497884671	0.250404926187	0.129643476607	1.50461921402	1.08936071226	0.00490004837776	0.00247376110173	0.116405277628	0.344618206577	0.34660858743	0.475901161664	0.65339141257	0.475901161664	20969	94.9859173222	1	7241	13650	22020	0.34660858743	25	0	0			JW18 uninf.		
2	6	1	1	111.849314972	62.6249673369	647.125811545	207.823504455	208256.941473	140538.48997	0.0075885967788	0.00209915277202	0.0061012564102	0.00162750971388	0.043547240021	0.0134255872698	0.0120744266687	0.00286469143154	0.0141232752327	0.00411680318979	0.0146608512388	0.00372327550642	0.0171234524409	0.00401919103085	0.0177150441819	0.00457498091735	1.44571063462	3.87067749595	32.466071418	27.4621803664	111.849314972	62.6249673369	0.892248166354	0.077734472277	41.4635528469	13.1405268739	8.8486919354	2.09757844868	14.9006132356	4.77930275846	0.619772923229	0.133079430847	0.0118569130652	0.00415639671234	0.00296859634333	0.00269214668747	0.148925261015	0.0453475661605	0.0124352781205	0.00370369362998	0.0289381060926	0.0123889838747	0.0357620832254	0.0145364042444	0.0211934350974	0.00653086560358	0.0279088511888	0.0114909359967	98.6515533165	63.8347829742	0.28880957475	0.128889645519	1.6261174495	1.14936360791	0.00527093870089	0.00247513568306	0.0621801420046	0.376405528967	0.406578752408	0.491207071959	0.593421247592	0.491207071959	20331	94.6341176284	1	8232	12015	21399	0.406578752408	25	0	0			JW18 uninf.		
2	7	1	1	122.382303292	63.100185821	525.047752219	161.952432848	180976.080057	104322.388338	0.00861730922013	0.00244932111961	0.00620268945778	0.00176567981326	0.0499029407167	0.0165386993061	0.0139300889411	0.00371038063844	0.0157413090709	0.00527278776795	0.0158716899709	0.00441698623306	0.0196412176544	0.00504205835051	0.0192699842574	0.00561993142894	1.58732930643	3.30081640299	17.200146125	18.9571603192	122.382303292	63.100185821	0.918970530478	0.076799359561	41.9714160466	11.9849740764	9.80649103969	2.60337583948	14.8171289633	4.24935327227	0.679456275174	0.136821928725	0.00974341821473	0.00365340340057	0.00128821376453	0.00146705221619	0.112678383806	0.0352818611204	0.0104344793552	0.00324251526054	0.0170997613221	0.0097663032175	0.0249064715688	0.0116459831391	0.0175949306708	0.00572366794444	0.016062721685	0.00910064066242	73.1131554284	49.7803335782	0.173555226143	0.114689229581	1.25625215804	0.897130225785	0.00391397497074	0.00257192581915	-0.317258009524	0.383721350906	0.799980269324	0.400024663315	0.200019730676	0.400024663315	20311	107.298906605	1	16218	4055	21429	0.799980269324	25	0	0			JW18 wMel		
2	8	1	1	123.182209199	62.6381043537	468.247181075	128.747354325	162861.346308	91526.9621984	0.00869377303037	0.00237422040364	0.00624765751393	0.00175357933338	0.0500808469358	0.0161181864338	0.0140638249223	0.00359041449755	0.0158507681919	0.0051120065238	0.0159945474492	0.00433913624039	0.0198269601657	0.00485496051791	0.0194058400289	0.0054595983285	1.54282199323	3.12149991476	16.737156974	18.6455864071	123.182209199	62.6381043537	0.92093382808	0.0754020310255	42.0118653641	11.7789813487	9.87774718291	2.60976588838	14.8167935986	4.16938124198	0.683244502872	0.136243420434	0.00924127380184	0.00348528807536	0.00116462521397	0.00131750787295	0.10254504275	0.0323177967907	0.00982993008519	0.0030356076247	0.0149368353696	0.00877350476532	0.0222889761613	0.0105080100224	0.0166276554014	0.0054226554233	0.0140709785358	0.00820097868867	65.1036335222	46.7525322499	0.140986419411	0.104149350764	1.14294784138	0.834734109678	0.00357307087698	0.00254616969205	-0.301306362935	0.353564005902	0.805430748193	0.395878405426	0.194569251807	0.395878405426	20518	108.70610538	1	16492	3984	21641	0.805430748193	25	0	0			JW18 wMel		
2	9	1	1	122.191868153	61.957938683	447.595526982	125.177726638	154016.445063	85469.3144858	0.00842396660811	0.00233938945373	0.00603975849355	0.00172621857665	0.0487928320493	0.0158326467766	0.0136232048096	0.00349755273497	0.0152076097095	0.00494076695786	0.0155107551077	0.00422704355851	0.0192049180196	0.00476213714761	0.0186520631662	0.00529896613717	1.58344275729	3.1549226383	16.621790269	18.8519853203	122.191868153	61.957938683	0.920232018036	0.0767427878273	41.8946606816	11.7490004769	9.81523685941	2.58736364829	14.800424981	4.19033188183	0.680612448072	0.137348016837	0.00898463619886	0.0034690650098	0.0010919798343	0.00124530387489	0.0981436909194	0.0318410862582	0.00958604986304	0.00305633800572	0.0137534568732	0.00820388372421	0.0210307491748	0.0102314693052	0.0161904977545	0.00543711677219	0.012974420259	0.00765861812743	60.3245401742	46.0379239104	0.126333780574	0.101883457576	1.0623910939	0.82204775956	0.00337631633553	0.00259858563202	-0.273616367754	0.346432803757	0.791529525653	0.406224719849	0.208470474347	0.406224719849	20704	107.650706298	1	16353	4307	21807	0.791529525653	25	0	0			JW18 wMel		
2	10	1	1	121.503580895	61.198432488	629.817984524	201.095123683	214420.371215	119011.975497	0.00848598589533	0.00231955605549	0.00603845107039	0.00172968805231	0.049255416657	0.0160184954395	0.0137091524852	0.00346777701595	0.0152707552588	0.00503090066517	0.0155686228652	0.00426421604943	0.0193349715837	0.00471256143339	0.0187089313727	0.00538927070748	1.84419454873	3.61224639056	16.0620605813	18.619691339	121.503580895	61.198432488	0.922356204754	0.0762067013178	41.7128087303	11.6464021415	9.83515954104	2.54610709654	14.7115775035	4.15022914548	0.686091005061	0.136326665702	0.0105123234199	0.00380171484864	0.00142808991735	0.0016274440623	0.126451510688	0.0369898298298	0.0114467294132	0.00337418338136	0.0192725907112	0.0105500779032	0.0281597803892	0.0123963500038	0.0191499231188	0.00594603373552	0.0180773076021	0.00982843439625	84.963606418	52.4315560136	0.219767463275	0.120363750761	1.43629794921	0.954384991237	0.00446243386252	0.00261687864658	-0.402804834827	0.418007373708	0.840718308363	0.365948287776	0.159281691637	0.365948287776	18855	107.650706298	1	15824	2998	19880	0.840718308363	25	0	0			JW18 wMel		
2	11	1	1	121.326802078	60.7370833697	600.025873144	198.007188482	204845.612261	118775.708518	0.00856337938943	0.00235062374187	0.00603085687774	0.00171055390124	0.0501638269372	0.0161727976106	0.0137900957073	0.00348397226645	0.0154085002858	0.00504389641101	0.0157657433939	0.00428171980138	0.0194714909745	0.0047441324031	0.0188237015422	0.00536457291012	1.86359480086	3.51162261552	15.7358097757	18.3455415007	121.326802078	60.7370833697	0.923846595087	0.0760332122478	41.5916206474	11.5078793629	9.84798791947	2.5852195129	14.6693942317	4.10444252536	0.688147941286	0.135497558041	0.0102419562633	0.00373313442698	0.00132216771034	0.00154543312919	0.119686483191	0.0361653309439	0.0111377061827	0.0033416838887	0.0177745506157	0.00998643926006	0.0264863712232	0.0118918419062	0.0186413755516	0.00585857366493	0.0166766377186	0.00932067124124	81.1802902572	52.5060706516	0.200741862243	0.116946340585	1.36869064134	0.918605964146	0.00428300570728	0.00258193737268	-0.408343469625	0.405212529849	0.851670045886	0.355436238396	0.148329954114	0.355436238396	18765	107.298906605	1	15962	2780	19766	0.851670045886	25	0	0			JW18 wMel		
